,A,B,C,D,E,F,G
10.0,8941568,7626400,7734000,9103347,8155216,5729697,8742375
22.0,9122816,8185600,8289200,9387927,8631936,5954505,9049225
32.0,10584600,8693200,8776400,9844173,9193616,6386356,9376025
