,A,B,C,D,E,F,G,H,J,K
15.0,23978,23532,22256,21595,23555,22073,20365,20977,22273,25055
31.0,24546,23045,22849,22840,25542,22978,22217,22462,21792,28284
48.0,26506,24629,24183,23081,26739,25225,23779,22810,23538,28603
