,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
12.0/F低層A,12.0,低層,A,21022477,24997,841,369,3,KSWK
28.0/F中層A,28.0,中層,A,23049004,26708,863,351,3,KSWK
43.0/F高層A,43.0,高層,A,23863608,27684,862,346,3,KSWK
12.0/F低層B,12.0,低層,B,12585302,22354,563,266,3,KSWK
28.0/F中層B,28.0,中層,B,12413456,22088,562,378,4,KSWK
43.0/F高層B,43.0,高層,B,12596080,22493,560,341,3,KSWK
12.0/F低層C,12.0,低層,C,11407312,20048,569,214,2,KSWK
28.0/F中層C,28.0,中層,C,11804474,20746,569,377,4,KSWK
43.0/F高層C,43.0,高層,C,11964870,20991,570,345,3,KSWK
12.0/F低層D,12.0,低層,D,11876660,20477,580,336,4,KSWK
28.0/F中層D,28.0,中層,D,12424180,21421,580,353,3,KSWK
43.0/F高層D,43.0,高層,D,12628616,21736,581,394,3,KSWK
12.0/F低層E,12.0,低層,E,13495112,23759,568,317,4,KSWK
28.0/F中層E,28.0,中層,E,14486850,25550,567,374,4,KSWK
43.0/F高層E,43.0,高層,E,15062724,26802,562,338,3,KSWK
