,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,3290521,6841,481
20.0/F中層1,20.0,中層,1,3433378,7138,481
32.0/F高層1,32.0,高層,1,3548818,7378,481
7.0/F低層2,7.0,低層,2,3188745,6685,477
20.0/F中層2,20.0,中層,2,3408642,7146,477
32.0/F高層2,32.0,高層,2,3521691,7383,477
7.0/F低層3,7.0,低層,3,2508656,6416,391
20.0/F中層3,20.0,中層,3,2650980,6780,391
32.0/F高層3,32.0,高層,3,2737000,7000,391
7.0/F低層4,7.0,低層,4,2474550,6345,390
20.0/F中層4,20.0,中層,4,2754180,7062,390
32.0/F高層4,32.0,高層,4,2829840,7256,390
7.0/F低層5,7.0,低層,5,2429224,6197,392
20.0/F中層5,20.0,中層,5,2558192,6526,392
32.0/F高層5,32.0,高層,5,2620128,6684,392
7.0/F低層6,7.0,低層,6,3191128,6676,478
20.0/F中層6,20.0,中層,6,3335006,6977,478
32.0/F高層6,32.0,高層,6,3431562,7179,478
7.0/F低層7,7.0,低層,7,2386800,6120,390
20.0/F中層7,20.0,中層,7,2580630,6617,390
32.0/F高層7,32.0,高層,7,2658240,6816,390
7.0/F低層8,7.0,低層,8,2396048,6256,383
20.0/F中層8,20.0,中層,8,2558057,6679,383
32.0/F高層8,32.0,高層,8,2643849,6903,383
7.0/F低層9,7.0,低層,9,3200210,6695,478
20.0/F中層9,20.0,中層,9,3346478,7001,478
32.0/F高層9,32.0,高層,9,3438732,7194,478
