,subjFloor,floorLv,unitNo,price,npsf,nfa
71.0/F低層A,71.0,低層,A,80580511,51887,1553
78.0/F中層A,78.0,中層,A,82142829,52893,1553
86.0/F高層A,86.0,高層,A,93679520,54560,1717
71.0/F低層B,71.0,低層,B,66201948,50382,1314
78.0/F中層B,78.0,中層,B,67506750,51375,1314
86.0/F高層B,86.0,高層,B,68776074,52341,1314
71.0/F低層C,71.0,低層,C,48128207,46411,1037
78.0/F中層C,78.0,中層,C,47023802,45346,1037
86.0/F高層C,86.0,高層,C,52019576,49637,1048
71.0/F低層D,71.0,低層,D,47901490,52639,910
78.0/F中層D,78.0,中層,D,48947990,53789,910
86.0/F高層D,86.0,高層,D,42657376,45967,928
71.0/F低層E,71.0,低層,E,65478229,50719,1291
78.0/F中層E,78.0,中層,E,66783430,51730,1291
86.0/F高層E,86.0,高層,E,68062811,52721,1291
