,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
13.0/F低層A,13.0,低層,A,7634088,16524,462,366,4,KSWK
30.0/F中層A,30.0,中層,A,7931154,17167,462,384,4,KSWK
46.0/F高層A,46.0,高層,A,8117340,17570,462,370,4,KSWK
13.0/F低層B,13.0,低層,B,9579648,15756,608,378,4,KSWK
30.0/F中層B,30.0,中層,B,10281888,16911,608,408,4,KSWK
46.0/F高層B,46.0,高層,B,11225504,18463,608,348,4,KSWK
13.0/F低層C,13.0,低層,C,9979892,16523,604,352,4,KSWK
30.0/F中層C,30.0,中層,C,10623152,17588,604,326,3,KSWK
46.0/F高層C,46.0,高層,C,10897368,18042,604,341,3,KSWK
13.0/F低層D,13.0,低層,D,8017020,16196,495,373,3,KSWK
30.0/F中層D,30.0,中層,D,8758035,17693,495,374,3,KSWK
46.0/F高層D,46.0,高層,D,8857530,17894,495,328,3,KSWK
13.0/F低層E,13.0,低層,E,7812585,15783,495,366,3,KSWK
30.0/F中層E,30.0,中層,E,8211060,16588,495,333,3,KSWK
46.0/F高層E,46.0,高層,E,8444700,17060,495,395,4,KSWK
13.0/F低層F,13.0,低層,F,8491359,16361,519,366,3,KSWK
30.0/F中層F,30.0,中層,F,9085095,17505,519,355,3,KSWK
46.0/F高層F,46.0,高層,F,9435939,18181,519,407,4,KSWK
13.0/F低層G,13.0,低層,G,8466847,16189,523,342,4,KSWK
30.0/F中層G,30.0,中層,G,9120597,17439,523,382,4,KSWK
46.0/F高層G,46.0,高層,G,8927087,17069,523,384,4,KSWK
13.0/F低層H,13.0,低層,H,7294056,15788,462,330,4,KSWK
30.0/F中層H,30.0,中層,H,7923762,17151,462,339,4,KSWK
46.0/F高層H,46.0,高層,H,8075298,17479,462,327,4,KSWK
