,1,2,3,4,5,6,7,8
8.0,3420886,2421854,2429404,2425070,2380942,3193038,2455871,3495389
18.0,3550094,2491061,2512144,2513720,2494808,3320397,2582946,3621992
29.0,3656899,2563396,2588580,2590156,2571638,3424860,2727616,3746511
