,A,B,C,D,E,F,G,H,J,K
5.0,7010464,7010464,7112880,7010464,4867714,5569872,7010464,7010464,5569872,4971585
11.0,7146032,7163792,7216480,7146032,4959517,5674900,7146032,7146032,5674900,5075456
17.0,7288704,7436112,7388160,7288704,5062526,5790576,7288704,7288704,5790576,5192257
