,A,B,C,D,E,F,G
17.0,8898804,8431128,8143212,7594965,8051100,8066184,8131760
33.0,9109318,8211456,8547924,8165421,8411170,8244327,8653025
50.0,9044730,9116828,8946630,8997507,8406132,9076536,8075860
