,1,2,3,4,5,6,7,8,9
7.0,6841,6685,6416,6345,6197,6676,6120,6256,6695
20.0,7138,7146,6780,7062,6526,6977,6617,6679,7001
32.0,7378,7383,7000,7256,6684,7179,6816,6903,7194
