,A,B,C,D,E,F,G,H,J,K
15.0,8584124,9059820,8056672,7644630,6359850,5937637,7127750,7320973,7706458,11725740
31.0,8787468,8872325,8271338,8085360,6896340,6181082,7775950,7839238,7540032,13038924
48.0,9489148,9482165,8754246,8170674,7219530,6785525,8322650,7960690,8144148,13185983
