,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,10520,10484,9984,10376,10470,10343,10343,10067,10011,10547,9984,10348,10555,10343,10330,9507,9905,10641
18.0,10956,10891,10372,10344,10706,10646,10646,10417,10386,10618,10344,10429,10724,10660,10646,10481,9987,10510
29.0,11400,11287,10713,11071,11398,11447,11447,10817,10751,11296,10713,11056,11492,11447,11447,10557,10454,11469
