,A,B,C,D,E,F,G,H
12.0,16122,16557,16622,16145,17042,16944,15355,16024
28.0,17177,17173,17501,16909,17546,17184,17430,16608
42.0,17871,17670,18316,17901,18266,17886,17998,18714
