,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B8,npsf_B8,nfa_B8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5677583.583333333,13199.75,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5625570.0,12098.0,465.0,5596262.0,13106.0,427.0,5888610.0,12942.0,455.0,5426421.0,12649.0,429.0,5605320.0,13346.0,420.0,6009195.0,12923.0,465.0,7001719.0,13439.0,521.0,5433343.999999999,14336.0,379.0,4823364.0,13251.0,364.0,5647944.000000001,12954.0,436.0,5577174.0,14013.0,398.0,5496080.0,13340.0,412.0,,-0.005188160129086294,-0.005193940611967984
2020-11-15,5707193.416666667,13268.666666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5654865.000000001,12161.0,465.0,5625725.0,13175.0,427.0,5919550.0,13010.0,455.0,5454306.000000001,12714.0,429.0,5634720.0,13416.0,420.0,6040815.0,12991.0,465.0,7036626.0,13506.0,521.0,5462906.0,14414.0,379.0,4848479.999999999,13320.0,364.0,5677592.0,13022.0,436.0,5606228.0,14086.0,398.0,5524508.0,13409.0,412.0,,-0.021936616688594146,-0.02194157104597172
2020-10-15,5835197.916666667,13566.333333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5781345.0,12433.0,465.0,5752117.0,13471.0,427.0,6052865.0,13303.0,455.0,5575713.0,12997.0,429.0,5761560.0,13718.0,420.0,6176595.0,13283.0,465.0,7192926.0,13806.0,521.0,5586460.0,14740.0,379.0,4956952.0,13618.0,364.0,5805340.0,13315.0,436.0,5732394.0,14403.0,398.0,5648108.0,13709.0,412.0,,0.013267933221164707,0.013263623066629426
2020-9-15,5758790.666666667,13388.75,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5705550.0,12270.0,465.0,5676965.0,13295.0,427.0,5973695.0,13129.0,455.0,5501925.0,12825.0,429.0,5686380.0,13539.0,420.0,6096150.000000001,13110.0,465.0,7097583.0,13623.0,521.0,5514450.0,14550.0,379.0,4891796.0,13439.0,364.0,5729476.0,13141.0,436.0,5657570.0,14215.0,398.0,5573948.0,13529.0,412.0,,0.019697169859749897,0.019693834807885224
2020-8-15,5647549.916666667,13130.166666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5594880.0,12032.0,465.0,5567653.0,13039.0,427.0,5858580.0,12876.0,455.0,5395104.0,12576.0,429.0,5576340.0,13277.0,420.0,5978505.0,12857.0,465.0,6960039.0,13359.0,521.0,5409088.0,14272.0,379.0,4797156.0,13179.0,364.0,5618732.0,12887.0,436.0,5548518.0,13941.0,398.0,5466004.0,13267.0,412.0,,-0.05010837947539082,-0.050070236997112216
2020-7-15,5945467.666666667,13822.25,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5888295.0,12663.0,465.0,5860148.0,13724.0,427.0,6166160.0,13552.0,455.0,5677386.0,13234.0,429.0,5869500.0,13975.0,420.0,6292380.0,13532.0,465.0,7342453.0,14093.0,521.0,5694096.0,15024.0,379.0,5048680.0,13870.0,364.0,5913904.0,13564.0,436.0,5839854.0,14673.0,398.0,5752756.0,13963.0,412.0,,0.020254680954676196,0.02024911579271116
2020-6-15,5827434.833333333,13547.916666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5771115.0,12411.0,465.0,5744004.0,13452.0,427.0,6044220.0,13284.0,455.0,5564130.0,12970.0,429.0,5753160.0,13698.0,420.0,6167760.0,13264.0,465.0,7195010.0,13810.0,521.0,5582291.0,14729.0,379.0,4948216.0,13594.0,364.0,5797056.0,13296.0,436.0,5724036.0,14382.0,398.0,5638220.0,13685.0,412.0,,0.010513343484436,0.01051695952959597
2020-5-15,5766806.416666667,13406.916666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5711130.0,12282.0,465.0,5683797.0,13311.0,427.0,5980975.0,13145.0,455.0,5506215.0,12835.0,429.0,5693100.0,13555.0,420.0,6103589.999999999,13126.0,465.0,7121549.0,13669.0,521.0,5523925.0,14575.0,379.0,4896892.0,13453.0,364.0,5736452.0,13157.0,436.0,5664336.0,14232.0,398.0,5579716.0,13543.0,412.0,,0.007073955536084808,0.007079723571535856
2020-4-15,5726298.833333333,13312.666666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5671140.0,12196.0,465.0,5643659.0,13217.0,427.0,5938660.0,13052.0,455.0,5468463.0,12747.0,429.0,5652780.0,13459.0,420.0,6060345.0,13033.0,465.0,7073096.0,13576.0,521.0,5483751.0,14469.0,379.0,4862676.0,13359.0,364.0,5695904.0,13064.0,436.0,5624536.0,14132.0,398.0,5540576.0,13448.0,412.0,,0.018243480885629326,0.018248570645488016
2020-3-15,5623702.916666667,13074.083333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5569770.0,11978.0,465.0,5542460.0,12980.0,427.0,5832190.0,12818.0,455.0,5371080.0,12520.0,429.0,5551560.0,13218.0,420.0,5951535.0,12799.0,465.0,6947535.0,13335.0,521.0,5384453.0,14207.0,379.0,4775680.0,13120.0,364.0,5593444.0,12829.0,436.0,5523444.0,13878.0,398.0,5441284.0,13207.0,412.0,,0.005428899654972064,0.005434469145929599
2020-2-15,5593337.25,13003.416666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5540010.0,11914.0,465.0,5512143.0,12909.0,427.0,5800340.0,12748.0,455.0,5342766.0,12454.0,429.0,5521320.0,13146.0,420.0,5918985.0,12729.0,465.0,6911586.0,13266.0,521.0,5354133.0,14127.0,379.0,4750200.0,13050.0,364.0,5562924.0,12759.0,436.0,5493196.0,13802.0,398.0,5412444.0,13137.0,412.0,,-0.023339648736027452,-0.023333688012067477
2020-1-15,5727003.5,13314.083333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5672535.0,12199.0,465.0,5643659.0,13217.0,427.0,5938660.0,13052.0,455.0,5471037.0,12753.0,429.0,5652780.0,13459.0,420.0,6060345.0,13033.0,465.0,7078306.0,13586.0,521.0,5481098.0,14462.0,379.0,4863768.0,13362.0,364.0,5695904.0,13064.0,436.0,5624138.0,14131.0,398.0,5541812.0,13451.0,412.0,,-0.007946842705134127,-0.007941731657642337
2019-12-15,5772879.666666667,13420.666666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5718105.0,12297.0,465.0,5688494.0,13322.0,427.0,5985980.0,13156.0,455.0,5515653.0,12857.0,429.0,5697720.000000001,13566.0,420.0,6108240.0,13136.0,465.0,7136658.0,13698.0,521.0,5523546.0,14574.0,379.0,4903080.0,13470.0,364.0,5741248.0,13168.0,436.0,5669112.0,14244.0,398.0,5586720.0,13560.0,412.0,,0.00340130236023084,0.003408078454339769
2019-11-15,5753310.916666667,13375.083333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5699040.0,12256.0,465.0,5668852.0,13276.0,427.0,5965505.0,13111.0,455.0,5497635.0,12815.0,429.0,5678400.0,13520.0,420.0,6087315.0,13091.0,465.0,7114254.999999999,13655.0,521.0,5503459.0,14521.0,379.0,4886700.0,13425.0,364.0,5721192.0,13122.0,436.0,5649610.0,14195.0,398.0,5567768.0,13514.0,412.0,,0.016054757912016493,0.01606062140740927
2019-10-15,5662402.416666667,13163.666666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5609295.0,12063.0,465.0,5579182.0,13066.0,427.0,5870865.0,12903.0,455.0,5411406.0,12614.0,429.0,5588100.0,13305.0,420.0,5991060.0,12884.0,465.0,7003282.0,13442.0,521.0,5415531.0,14289.0,379.0,4809531.999999999,13213.0,364.0,5630504.0,12914.0,436.0,5560060.0,13970.0,398.0,5480012.0,13301.0,412.0,,-0.010560306565880473,-0.010554403723167738
2019-9-15,5722837.333333333,13304.083333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5669280.000000001,12192.0,465.0,5638535.0,13205.0,427.0,5933200.0,13040.0,455.0,5469750.0,12750.0,429.0,5647740.0,13447.0,420.0,6054300.0,13020.0,465.0,7079869.0,13589.0,521.0,5472002.0,14438.0,379.0,4861220.0,13355.0,364.0,5690672.0,13052.0,436.0,5618964.0,14118.0,398.0,5538516.0,13443.0,412.0,,-0.03626167802506686,-0.03625607437143463
2019-8-15,5938165.166666667,13804.583333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5882715.0,12651.0,465.0,5850327.0,13701.0,427.0,6156150.0,13530.0,455.0,5676528.0,13232.0,429.0,5859840.0,13952.0,420.0,6282150.0,13510.0,465.0,7347663.0,14103.0,521.0,5676283.0,14977.0,379.0,5044312.0,13858.0,364.0,5904312.0,13542.0,436.0,5830302.0,14649.0,398.0,5747400.0,13950.0,412.0,,0.04366617296900133,0.04367356967799263
2019-7-15,5689717.0,13226.916666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5636730.0,12122.0,465.0,5605229.0,13127.0,427.0,5898165.0,12963.0,455.0,5439720.0,12680.0,429.0,5614139.999999999,13367.0,420.0,6018960.0,12944.0,465.0,7042357.0,13517.0,521.0,5437513.0,14347.0,379.0,4833556.0,13279.0,364.0,5657100.0,12975.0,436.0,5585930.0,14035.0,398.0,5507204.0,13367.0,412.0,,-0.04314597635062778,-0.043139879068477716
2019-6-15,5946274.833333333,13823.25,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5891085.0,12669.0,465.0,5857586.0,13718.0,427.0,6163885.0,13547.0,455.0,5685966.0,13254.0,429.0,5866980.0,13969.0,420.0,6290055.0,13527.0,465.0,7361730.0,14130.0,521.0,5681589.0,14991.0,379.0,5051592.0,13878.0,364.0,5911724.0,13559.0,436.0,5837466.0,14667.0,398.0,5755640.0,13970.0,412.0,,0.003830789682269131,0.0038367272837303013
2019-5-15,5923582.833333333,13770.416666666666,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5869230.0,12622.0,465.0,5834955.0,13665.0,427.0,6140225.0,13495.0,455.0,5664945.0,13205.0,429.0,5844300.0,13915.0,420.0,6265410.0,13474.0,465.0,7335159.0,14079.0,521.0,5658470.0,14930.0,379.0,5032664.0,13826.0,364.0,5889052.0,13507.0,436.0,5814780.0,14610.0,398.0,5733804.0,13917.0,412.0,,-0.006296401665364937,-0.006290178061350349
2019-4-15,5961116.416666667,13857.583333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5906430.0,12702.0,465.0,5871677.0,13751.0,427.0,6178445.0,13579.0,455.0,5701839.0,13291.0,429.0,5881260.0,14003.0,420.0,6304935.0,13559.0,465.0,7383612.0,14172.0,521.0,5692959.0,15021.0,379.0,5064696.0,13914.0,364.0,5925676.0,13591.0,436.0,5851396.0,14702.0,398.0,5770472.0,14006.0,412.0,,0.06599439238768623,0.06600211545241841
2019-3-15,5592071.083333333,12999.583333333334,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5540940.0,11916.0,465.0,5507873.000000001,12899.0,427.0,5795790.0,12738.0,455.0,5349630.0,12470.0,429.0,5516700.0,13135.0,420.0,5914335.0,12719.0,465.0,6928258.0,13298.0,521.0,5338973.0,14087.0,379.0,4751292.0,13053.0,364.0,5558564.0,12749.0,436.0,5488818.0,13791.0,398.0,5413680.0,13140.0,412.0,,0.027667211147964554,0.027675665704836927
2019-2-15,5441519.416666667,12649.5,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5392140.0,11596.0,465.0,5359277.0,12551.0,427.0,5639270.000000001,12394.0,455.0,5206344.0,12136.0,429.0,5368020.000000001,12781.0,420.0,5754840.0,12376.0,465.0,6743824.0,12944.0,521.0,5193816.0,13704.0,379.0,4623528.0,12702.0,364.0,5408580.0,12405.0,436.0,5340762.0,13419.0,398.0,5267832.0,12786.0,412.0,,0.017121071960599643,0.017127005186346578
2019-1-15,5349923.0,12436.5,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5301464.999999999,11401.0,465.0,5268753.0,12339.0,427.0,5544175.0,12185.0,455.0,5119256.999999999,11933.0,429.0,5277300.0,12565.0,420.0,5657655.0,12167.0,465.0,6631809.0,12729.0,521.0,5105130.0,13470.0,379.0,4545996.0,12489.0,364.0,5317456.0,12196.0,436.0,5250416.0,13192.0,398.0,5179664.0,12572.0,412.0,,0.014823079647307003,0.014830983904200457
2018-12-15,5271779.0,12254.75,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5224275.0,11235.0,465.0,5191466.0,12158.0,427.0,5462730.0,12006.0,455.0,5045469.0,11761.0,429.0,5200020.0,12381.0,420.0,5574420.0,11988.0,465.0,6536987.0,12547.0,521.0,5028951.0,13269.0,379.0,4479748.0,12307.0,364.0,5239412.0,12017.0,436.0,5173602.0,12999.0,398.0,5104268.0,12389.0,412.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,,
