,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6944793.0,14685.444444444445,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",6896640.0,14368.0,480.0,5775432.0,18511.0,312.0,9606096.0,14044.0,684.0,9296244.0,13591.0,684.0,4527648.0,14328.0,316.0,7346160.0,13680.0,537.0,6168070.0,15655.0,394.0,6977241.0,12993.0,537.0,5909606.0,14999.0,394.0,,-0.005274628617630617,-0.005283319911794093
2018-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 9,WETLAND PARK RD|WETLAND SEASONS PARK3期,9座,濕地公園路",,,480.0,,,312.0,,,684.0,,,684.0,,,316.0,,,537.0,,,394.0,,,537.0,,,394.0,482.0,,
