,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_B9,npsf_B9,nfa_B9,lumpSum_change,npsf_change
2019-12-15,5833623.916666667,13358.416666666666,12,70003487.0,160301.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8925980.0,12380.0,721.0,5578772.0,12884.0,433.0,5673444.0,13974.0,406.0,5535406.0,13534.0,409.0,5529680.0,13520.0,409.0,5695812.0,13758.0,414.0,5637737.0,12901.0,437.0,4769899.0,12997.0,367.0,5527906.0,14321.0,386.0,5904897.0,12921.0,457.0,5480532.0,13238.0,414.0,5743422.0,13873.0,414.0,-0.0003377404914076676,-0.00031805028936338076
2019-11-15,5835594.833333333,13362.666666666666,12,70027138.0,160352.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8931748.0,12388.0,721.0,5578772.0,12884.0,433.0,5675474.0,13979.0,406.0,5536224.0,13536.0,409.0,5531725.0,13525.0,409.0,5697468.0,13762.0,414.0,5640359.0,12907.0,437.0,4771000.0,13000.0,367.0,5528678.0,14323.0,386.0,5907182.000000001,12926.0,457.0,5483015.999999999,13244.0,414.0,5745492.0,13878.0,414.0,0.0201236982948918,0.020141742903311943
2019-10-15,5720477.666666667,13098.833333333334,12,68645732.0,157186.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8757987.0,12147.0,721.0,5467491.0,12627.0,433.0,5563418.0,13703.0,406.0,5425794.0,13266.0,409.0,5422522.0,13258.0,409.0,5585274.0,13491.0,414.0,5529361.0,12653.0,437.0,4676681.0,12743.0,367.0,5418668.0,14038.0,386.0,5791104.0,12672.0,457.0,5375376.0,12984.0,414.0,5632056.0,13604.0,414.0,0.010735547607573448,0.010757943065853093
2019-9-15,5659717.5,12959.416666666666,12,67916610.0,155513.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8667862.0,12022.0,721.0,5407737.0,12489.0,433.0,5504547.999999999,13558.0,406.0,5367307.0,13123.0,409.0,5364853.0,13117.0,409.0,5525658.0,13347.0,414.0,5471240.0,12520.0,437.0,4626402.0,12606.0,367.0,5359996.0,13886.0,386.0,5730323.0,12539.0,457.0,5318658.0,12847.0,414.0,5572026.0,13459.0,414.0,-0.05395658530482217,-0.05393633006649268
2019-8-15,5982513.5,13698.25,12,71790162.0,164379.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",9165352.0,12712.0,721.0,5714300.999999999,13197.0,433.0,5818386.0,14331.0,406.0,5672012.0,13868.0,409.0,5670785.0,13865.0,409.0,5841126.0,14109.0,414.0,5783695.0,13235.0,437.0,4889908.0,13324.0,367.0,5664550.0,14675.0,386.0,6057535.0,13255.0,457.0,5622534.0,13581.0,414.0,5889978.0,14227.0,414.0,0.041127805567710896,0.04115098617955182
2019-7-15,5746185.5,13156.833333333334,12,68954226.0,157882.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8806294.0,12214.0,721.0,5486976.0,12672.0,433.0,5588590.0,13765.0,406.0,5446652.999999999,13317.0,409.0,5446652.999999999,13317.0,409.0,5610114.0,13551.0,414.0,5555581.0,12713.0,437.0,4696132.0,12796.0,367.0,5439898.0,14093.0,386.0,5818981.0,12733.0,457.0,5401044.0,13046.0,414.0,5657310.0,13665.0,414.0,-0.044154009830373986,-0.04413580994357402
2019-6-15,6011622.75,13764.333333333334,12,72139473.0,165172.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",9215822.0,12782.0,721.0,5738549.0,13253.0,433.0,5846806.0,14401.0,406.0,5697370.0,13930.0,409.0,5698188.0,13932.0,409.0,5869278.0,14177.0,414.0,5812974.0,13302.0,437.0,4912662.0,13386.0,367.0,5690026.0,14741.0,386.0,6088154.0,13322.0,457.0,5651100.0,13650.0,414.0,5918543.999999999,14296.0,414.0,0.002437201936377198,0.002458016471744928
2019-5-15,5997006.833333333,13730.583333333334,12,71964082.0,164767.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",9196355.0,12755.0,721.0,5722528.0,13216.0,433.0,5833002.0,14367.0,406.0,5682237.0,13893.0,409.0,5684282.0,13898.0,409.0,5855202.0,14143.0,414.0,5799427.0,13271.0,437.0,4900184.0,13352.0,367.0,5674972.0,14702.0,386.0,6073987.0,13291.0,457.0,5637852.0,13618.0,414.0,5904054.0,14261.0,414.0,-0.003248883597500196,-0.003200319426967302
2019-4-15,6016553.916666667,13774.666666666666,12,72198647.0,165296.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",9233847.0,12807.0,721.0,5742013.0,13261.0,433.0,5854520.0,14420.0,406.0,5701869.0,13941.0,409.0,5705141.0,13949.0,409.0,5876730.0,14195.0,414.0,5821277.0,13321.0,437.0,4917800.0,13400.0,367.0,5694658.0,14753.0,386.0,6097294.0,13342.0,457.0,5658966.0,13669.0,414.0,5894532.0,14238.0,414.0,0.060594983488562404,0.06061636584129504
2019-3-15,5672810.083333333,12987.416666666666,12,68073721.0,155849.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8708959.0,12079.0,721.0,5412067.0,12499.0,433.0,5519976.0,13596.0,406.0,5374669.0,13141.0,409.0,5379168.0,13152.0,409.0,5540976.0,13384.0,414.0,5489594.0,12562.0,437.0,4636311.0,12633.0,367.0,5368488.0,13908.0,386.0,5749517.0,12581.0,457.0,5336459.999999999,12890.0,414.0,5557536.000000001,13424.0,414.0,0.03852010964354391,0.03854329790424149
2019-2-15,5462397.916666667,12505.416666666666,12,65548775.0,150065.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8388835.0,11635.0,721.0,5209856.0,12032.0,433.0,5315352.0,13092.0,406.0,5174259.0,12651.0,409.0,5179576.0,12664.0,409.0,5335632.0,12888.0,414.0,5286389.0,12097.0,437.0,4463821.0,12163.0,367.0,5168153.999999999,13389.0,386.0,5536555.0,12115.0,457.0,5138982.0,12413.0,414.0,5351364.0,12926.0,414.0,0.009128760139066383,0.009152410157090562
2019-1-15,5412984.083333333,12392.0,12,64955809.0,148704.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",8316014.000000001,11534.0,721.0,5160927.0,11919.0,433.0,5267444.0,12974.0,406.0,5126406.0,12534.0,409.0,5132541.0,12549.0,409.0,5287194.0,12771.0,414.0,5238756.0,11988.0,437.0,4423084.0,12052.0,367.0,5120290.0,13265.0,386.0,5487199.0,12007.0,457.0,5093028.000000001,12302.0,414.0,5302926.0,12809.0,414.0,0.05636409195891434,0.05639145816461366
2018-12-15,5124165.166666667,11730.5,12,61489982.0,140766.0,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",7875483.0,10923.0,721.0,4883807.0,11279.0,433.0,4986492.0,12282.0,406.0,4851558.0,11862.0,409.0,4858920.0,11880.0,409.0,5005260.0,12090.0,414.0,4959950.0,11350.0,437.0,4186369.0,11407.0,367.0,4846230.0,12555.0,386.0,5194719.0,11367.0,457.0,4821444.0,11646.0,414.0,5019750.0,12125.0,414.0,,
2018-11-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-10-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-9-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-8-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-7-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-6-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-5-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-4-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-3-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-2-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2018-1-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-12-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-11-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-10-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-9-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-8-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-7-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-6-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-5-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-4-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-3-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-2-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2017-1-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-12-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-11-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-10-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-9-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-8-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-7-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-6-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-5-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-4-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-3-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-2-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
2016-1-15,,,12,,,5267,"WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|WETLAND SEASONS PARK3座,濕地公園路",,,721.0,,,433.0,,,406.0,,,409.0,,,409.0,,,414.0,,,437.0,,,367.0,,,386.0,,,457.0,,,414.0,,,414.0,,
