,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
4.0,10974592,10722663,9772014,9610200,9548070,8312241,10801833,11593440,10733016,10722663,9549210,9682590,10458357,8268393,11575512,11171136
10.0,11819864,11003412,10073469,9913440,9810270,8613087,11099634,11657184,11111205,9954105,9779490,9875820,10980270,11363331,11858376,11722256
16.0,11931416,11337753,10496115,10254870,10148280,11337753,11441892,12254120,11482086,10283574,10236630,10542150,11350542,8867649,12252792,11529032
