,A,B,C,D,E,F,G,H
7.0,18294,18580,18214,18735,17238,18508,18170,18803
16.0,19697,19473,19437,19286,18330,19768,19077,20234
24.0,20454,20247,20224,19892,19127,20547,19800,20764
