,A,B,C,D,E,F,G,H
4.0,18832,17088,16863,16562,16541,17081,17083,18836
10.0,19440,17654,17398,17537,16048,17656,17660,19175
15.0,19917,18144,18148,18108,16412,18247,18150,19841
