,1,10,11,12,13,14,15,16,1630,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,4,5,6,7,8,9
5.0,4868160,3622080,4020126,3586017,4074356,3547752,4133640,3476272,3278323,3547752,3494582,3779919,4134515,4375681,4176000,3855566,3646305,3510599,3547752,3788730,3563703,3645140,3700620,4124865,3516544,3427353,3720400,4081258,4110372,3757680,4455645,3478430,3933090,3598486
12.0,5157240,3835440,4076640,3861108,4440502,3838560,4331960,3593382,3342429,3854520,4033440,3861108,4444125,4504115,4646950,4117178,3828160,3620598,3855184,3935580,3779217,4049760,3853703,4368320,4275828,3706490,3820025,4436625,4238350,4283640,4413608,3612964,3104670,3625764
19.0,5347760,2773662,4149250,3377088,3726695,3607562,3484590,2784502,3454253,3519750,4186080,4065876,4695845,4369248,3607562,3615436,3365918,3200574,3731200,4918320,3650171,4125455,2687370,4526730,5754116,3887740,4023547,4082824,4626880,4442040,4888188,3701607,3694200,4572980
