,1,10,11,12,13,14,15,16,1630,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,4,5,6,7,8,9
5.0,440,336,374,337,374,332,370,334,241,332,338,363,385,361,375,338,345,347,332,330,351,355,330,365,332,323,355,391,378,360,417,274,315,337
12.0,440,336,360,324,374,330,370,299,241,332,360,324,375,385,385,338,320,347,332,330,351,330,301,365,332,290,319,375,370,360,391,274,222,292
19.0,440,199,350,234,265,254,246,206,241,247,360,324,385,351,254,254,233,222,275,405,257,355,191,365,482,290,319,326,380,360,423,273,262,373
