,1,10,11,11B,12,13,14,15,16,17,18,19,20,21,22,23,3,4,5,6,7,8,9
5.0,415,315,306,191,325,330,330,330,330,334,330,285,363,311,268,328,330,296,332,325,371,314,344
12.0,415,420,295,191,290,295,285,285,295,285,285,285,295,280,380,328,350,345,385,350,360,355,350
19.0,415,393,295,191,188,236,186,185,190,285,212,237,295,280,380,328,364,348,365,351,360,339,307
