,1,10,11,11A,12,13,14,2,3,4,5,6,7,8,9,9 & 10
4.0,377,312,364,209,341,313,372,297,313,333,333,350,323,372,300,440
8.0,330,280,260,209,341,313,350,297,313,333,333,350,323,372,300,440
13.0,168,282,460,209,481,351,350,297,313,284,333,287,323,372,326,440
