,A,B,C,D,E,F,G,H
5.0,7434854,7293440,7049280,6863520,6154212,6195300,7098774,7050870
13.0,7923328,7625996,6749280,7172640,6339964,6469648,7412146,7372226
21.0,7834232,7957516,7431840,7618560,6698200,6603184,7728013,7692584
