,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,23696819,21139,1121
16.0/F中層A,16.0,中層,A,24604829,21949,1121
24.0/F高層A,24.0,高層,A,25599156,22836,1121
7.0/F低層B,7.0,低層,B,20932542,20502,1021
16.0/F中層B,16.0,中層,B,22017865,21565,1021
24.0/F高層B,24.0,高層,B,22937786,22466,1021
7.0/F低層C,7.0,低層,C,17310254,19874,871
16.0/F中層C,16.0,中層,C,18136833,20823,871
24.0/F高層C,24.0,高層,C,18915507,21717,871
7.0/F低層D,7.0,低層,D,16125445,17585,917
16.0/F中層D,16.0,中層,D,16951662,18486,917
24.0/F高層D,24.0,高層,D,20255613,22089,917
7.0/F低層E,7.0,低層,E,17813642,19426,917
16.0/F中層E,16.0,中層,E,18682958,20374,917
24.0/F高層E,24.0,高層,E,19610962,21386,917
7.0/F低層F,7.0,低層,F,17430452,20012,871
16.0/F中層F,16.0,中層,F,18148156,20836,871
24.0/F高層F,24.0,高層,F,18983445,21795,871
7.0/F低層G,7.0,低層,G,21321543,20883,1021
16.0/F中層G,16.0,中層,G,22340501,21881,1021
24.0/F高層G,24.0,高層,G,23249191,22771,1021
7.0/F低層H,7.0,低層,H,24049934,21454,1121
16.0/F中層H,16.0,中層,H,25200080,22480,1121
24.0/F高層H,24.0,高層,H,26225795,23395,1121
