,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
5.0,10633,12365,12261,12261,12298,12785,12965,12359,12033,11932,13193,12343,11717,12280,12222,12243,11581,12394,12278,12327
12.0,12588,12788,12439,12439,12505,13081,13427,13165,12488,12060,13030,12316,11901,12401,12572,12251,11944,12592,12319,12326
20.0,12678,14282,14916,14020,12432,14027,13925,13617,13594,12307,13427,13398,12642,12440,13537,13254,13247,13246,12705,12891
