,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
6.0,501,479,474,501,501,474,479,622,474,479,622,622,479,474,501,622
15.0,501,479,474,501,501,474,479,622,474,479,622,622,479,474,501,622
24.0,501,479,474,501,501,474,479,622,474,479,622,622,479,474,501,622
