,1,10,11,110,12,13,14,15,16,2,3,4,5,6,7,8,9
6.0,695,531,525,531,605,605,531,536,695,536,531,605,605,525,531,695,695
16.0,695,531,525,531,605,605,531,536,695,536,531,605,605,525,531,695,695
26.0,695,531,525,531,605,605,531,536,695,536,531,605,605,525,531,695,695
