,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
6.0,760,509,480,760,760,687,687,760,687,687,760,760,512,509,760,760
16.0,760,509,480,760,760,687,687,760,687,687,760,760,480,509,760,760
26.0,760,509,512,760,760,687,687,760,687,687,760,760,480,509,760,760
