,1,10,11,115,12,13,14,15,16,2,3,4,5,6,7,8,9
5.0,10286000,8079165,8032500,8108072,9372660,8862645,8056863,8058224,10816980,7816670,8305371,8952185,8872325,7956375,8379711,10039275,10039275
12.0,11272900,8654238,8607375,8688024,10006095,9493055,8594766,7705170,11367420,8688024,8835309,9658825,9581385,8525475,8934075,10861460,10861460
19.0,11623180,9395514,9086700,9458792,10842810,10356390,9333387,9277088,11566885,8330003,9475164,10409025,10446535,9279900,9419940,11623180,11623180
