,A,B,C,D,E,F,G,H
18.0,14954646,13764732,9905175,9970400,9175552,9982840,10215645,9854464
38.0,16100466,16738068,11621825,10501880,10009600,11081215,11152420,10896896
61.0,16181654,15856336,12275118,11932510,10958994,10239768,11310264,11619840
