,1,10,11,12,12A,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,3,4,5,6,7,8,9,G2,G4
4.0,340,475,586,378,338,345,355,355,310,337,337,335,337,369,342,331,341,369,369,475,410,368,431,442,493,431,435,393,397,397
10.0,340,475,586,378,338,345,355,390,310,337,337,335,337,369,342,341,341,369,369,475,410,368,431,442,573,431,435,393,397,397
15.0,340,475,586,378,338,345,355,390,310,337,337,335,337,369,351,343,341,369,369,475,410,368,431,442,573,431,435,393,397,397
