,A,B,C,D,E,F,G,H
5.0,16182,16728,15060,14749,16701,16976,14709,14881
12.0,16754,17327,15431,15278,17319,17328,15216,15091
19.0,17169,17478,15833,15695,17382,17871,15715,15934
