,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,11851798,16438,721,393,4,HQB
15.0/F中層A,15.0,中層,A,13134457,18217,721,327,3,HQB
24.0/F高層A,24.0,高層,A,13652856,18936,721,317,4,HQB
6.0/F低層B,6.0,低層,B,12539574,17154,731,314,4,HQB
15.0/F中層B,15.0,中層,B,13191626,18046,731,345,4,HQB
24.0/F高層B,24.0,高層,B,14119265,19315,731,342,4,HQB
6.0/F低層C,6.0,低層,C,12739868,17428,731,389,4,HQB
15.0/F中層C,15.0,中層,C,13609758,18618,731,342,3,HQB
24.0/F高層C,24.0,高層,C,14209909,19439,731,324,3,HQB
6.0/F低層D,6.0,低層,D,10972260,15630,702,362,4,HQB
15.0/F中層D,15.0,中層,D,11551410,16455,702,369,4,HQB
24.0/F高層D,24.0,高層,D,11871522,16911,702,344,4,HQB
6.0/F低層E,6.0,低層,E,11149866,15883,702,381,4,HQB
15.0/F中層E,15.0,中層,E,12441546,17723,702,323,3,HQB
24.0/F高層E,24.0,高層,E,12075804,17202,702,386,4,HQB
6.0/F低層F,6.0,低層,F,10074845,17105,589,379,4,HQB
15.0/F中層F,15.0,中層,F,10354620,17580,589,324,3,HQB
24.0/F高層F,24.0,高層,F,11117964,18876,589,401,4,HQB
6.0/F低層G,6.0,低層,G,10054230,17070,589,349,3,HQB
15.0/F中層G,15.0,中層,G,10600233,17997,589,363,3,HQB
24.0/F高層G,24.0,高層,G,11241654,19086,589,347,3,HQB
6.0/F低層H,6.0,低層,H,9742920,15972,610,322,4,HQB
15.0/F中層H,15.0,中層,H,11217900,18390,610,350,4,HQB
24.0/F高層H,24.0,高層,H,11762630,19283,610,326,4,HQB
