,A,B,C,D,E,F,G,H
7.0,7227088,8645568,8400480,7246448,4859525,8610048,8645568,6516289
18.0,7685920,9196128,8944528,7705764,5150450,9156464,9196128,6931773
28.0,8116680,9708800,9464896,8135072,7305881,9666176,9708800,7322690
