,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
5.0,365,363,363,363,530,330,330,330,330,630,340,375,345,375,375,375,375,350,455,363
12.0,365,363,363,363,530,330,330,330,330,630,340,375,345,375,375,375,375,350,455,363
20.0,365,255,255,255,433,270,270,270,270,630,340,317,345,375,317,317,317,345,455,363
