,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,4551480,10760,423,323,4,NTM
16.0/F中層A,16.0,中層,A,4372974,10338,423,328,4,NTM
25.0/F高層A,25.0,高層,A,4500297,10639,423,353,4,NTM
6.0/F低層B,6.0,低層,B,4470390,11038,405,328,3,NTM
16.0/F中層B,16.0,中層,B,4451760,10992,405,383,4,NTM
25.0/F高層B,25.0,高層,B,4591485,11337,405,373,4,NTM
6.0/F低層C,6.0,低層,C,4460145,10905,409,322,4,NTM
16.0/F中層C,16.0,中層,C,4400022,10758,409,319,4,NTM
25.0/F高層C,25.0,高層,C,4396750,10750,409,323,4,NTM
6.0/F低層D,6.0,低層,D,4231600,10579,400,345,3,NTM
16.0/F中層D,16.0,中層,D,4236800,10592,400,368,4,NTM
25.0/F高層D,25.0,高層,D,4329600,10824,400,362,4,NTM
6.0/F低層E,6.0,低層,E,4363920,11020,396,325,4,NTM
16.0/F中層E,16.0,中層,E,4210647,10553,399,334,4,NTM
25.0/F高層E,25.0,高層,E,4336332,10868,399,357,4,NTM
6.0/F低層F,6.0,低層,F,4312440,10890,396,383,4,NTM
16.0/F中層F,16.0,中層,F,4263315,10685,399,378,3,NTM
25.0/F高層F,25.0,高層,F,4336731,10869,399,392,4,NTM
6.0/F低層G,6.0,低層,G,4227200,10568,400,383,3,NTM
16.0/F中層G,16.0,中層,G,4355600,10889,400,353,3,NTM
25.0/F高層G,25.0,高層,G,4476000,11190,400,347,3,NTM
6.0/F低層H,6.0,低層,H,4460145,10905,409,322,4,NTM
16.0/F中層H,16.0,中層,H,4400022,10758,409,319,4,NTM
25.0/F高層H,25.0,高層,H,4396750,10750,409,323,4,NTM
6.0/F低層J,6.0,低層,J,4446090,10978,405,349,4,NTM
16.0/F中層J,16.0,中層,J,4292190,10598,405,345,4,NTM
25.0/F高層J,25.0,高層,J,4374000,10800,405,350,4,NTM
6.0/F低層K,6.0,低層,K,4552326,10762,423,335,4,NTM
16.0/F中層K,16.0,中層,K,4389048,10376,423,387,4,NTM
25.0/F高層K,25.0,高層,K,4512141,10667,423,339,4,NTM
