,1,12,13,16,18,19,2,20,21,22,23,3,5,6,7,8,9
8.0,4526,4600,4437,4265,4365,4192,4322,4706,4755,4183,4365,4251,4706,4365,4365,4265,4265
18.0,4675,4784,4952,4903,4998,4368,4467,4894,4941,4468,4998,4546,4894,4998,4998,4903,4903
29.0,4960,4983,4871,5106,4707,4733,4685,5097,5142,4666,4707,4755,5097,4707,4707,5106,5106
