,10,13,15,16,19,2,21,22,23,24,25,28,3,4
11.0,4609,5072,,4583,4537,4609,3928,4064,4609,4609,,,4775,
20.0,5251,5267,,4753,4697,5251,5115,4206,5251,5251,,,5257,
29.0,5442,5459,,4922,4856,5442,5299,4352,5442,5442,,,5444,
