,A,B,C,D,E,F,G,H,J,K
10.0,5108998,4773930,4858260,4807647,4973724,5211180,4750434,4892668,4776436,5053838
19.0,5178342,4943264,5045260,4833972,5123034,5193888,4812912,5061716,4703046,5438776
28.0,5205134,5110092,5003372,5047029,5046300,5075202,5009823,5003746,4853406,5146822
