,A,B,C,D,E,F,G,H,J,K
7.0,4878672,4878672,4802304,4878672,3832452,4234032,4878672,4878672,4188536,3832452
19.0,5104224,5104224,5022528,5104224,4003559,4432956,5104224,5104224,4380684,4003559
30.0,5315568,5315568,5229728,5315568,4165184,4618812,5315568,5315568,4560732,4165184
