,A,B,C,D,E,F,G,H,J,K
5.0,5287884,5247488,5317936,4051320,4093638,4471676,5336880,5317936,4450864,4092345
15.0,5511912,5531056,5543488,4213020,4266469,4659468,5561840,5543488,4639140,4264314
24.0,5707716,5687344,5740032,5707716,4416888,4822576,5759568,5740032,4801280,4414733
