,A,B,C,D,E,F,G,H,J,K,L,M
7.0,480,461,432,576,576,432,593,579,432,576,576,467
18.0,480,461,432,576,576,432,593,579,432,576,576,467
30.0,480,461,432,576,576,432,593,579,432,576,576,467
