,A,B,C,D,E,F,G,H,J,K
15.0,14920,14946,15198,14670,15468,15354,15095,14829,15159,15892
28.0,15712,15537,16077,15392,16045,16009,15639,15522,15491,16796
40.0,15874,15845,15979,15897,16316,16956,15439,16005,16478,17546
