,A,B,C,D,E,F,G,H,J,K
7.0,9464,9389,9389,9307,10058,9961,8480,8693,9427,10087
18.0,9918,9897,9897,9756,9947,9908,8740,8876,9786,10506
29.0,10390,9150,9150,9052,10329,9765,9089,9028,10015,10628
