,1,2,3,4,5,6,7,8
8.0,4145085,3786752,4676405,4234185,4234185,4718324,4282200,4311852
18.0,4140360,4433816,4792535,4439115,4439115,5026216,4517370,4307625
29.0,4309200,4610632,5408540,4578150,4636110,5170087,4717440,4511115
