,A,B,C,D,E,F,G,H
8.0,9114,10670,10314,10094,9631,10243,10229,8862
22.0,9708,10716,10297,10241,9992,10693,10358,9330
37.0,9984,11367,11259,10879,10528,11487,11323,10013
