,A,B,C,D,E,F,G,H,J,K
13.0,15467,14901,14914,14382,14175,14829,16099,15336,15466,15166
26.0,16042,15862,15606,15112,15153,15276,16684,15031,16280,16526
37.0,15731,16571,15811,15656,15673,15200,17114,16632,16693,17321
