,A,B,C,D,E,F,G,H,J,K
6.0,4452336,4327200,4361973,4265619,4044780,4419220,4163759,4366320,4278240,4477536
16.0,4528440,4488480,4470165,4335995,4254507,4616110,4327198,4466301,4445760,4456872
26.0,5257224,4916640,5034792,4876779,4445263,4874001,4881409,5045901,5021280,4618656
