,A,B,C,D,E,F,G,H
8.0,5818596,5083575,5083575,5663507,5709482,6195343,6195343,6205399
18.0,5990236,5301975,5301975,5898286,5949778,6461059,6461059,5905029
27.0,6320643,5497275,5704650,6297962,6193139,6698593,6698593,6444469
