,1,10,11,12,13,16,21,22,5,6,7,8
9.0,1958721,2147221,2160954,2467026,2175549,2311995,2326173,2115325,2326173,2193736,2140576,2311995
20.0,2032254,2232277,2244238,2559420,2259138,2399780,2414193,2201267,2414193,2277463,2222088,2343035
30.0,2097786,2308916,2318662,2641725,2334234,2478350,2492922,2281450,2492922,2351887,2296069,2417240
