,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,3373700,12268,275
10.0/F中層A,10.0,中層,A,3432550,12482,275
15.0/F高層A,15.0,高層,A,3544750,12890,275
5.0/F低層B,5.0,低層,B,3129570,11591,270
10.0/F中層B,10.0,中層,B,3215970,11911,270
15.0/F高層B,15.0,高層,B,3279960,12148,270
5.0/F低層C,5.0,低層,C,3602200,10292,350
10.0/F中層C,10.0,中層,C,3703350,10581,350
15.0/F高層C,15.0,高層,C,3819200,10912,350
5.0/F低層D,5.0,低層,D,3467100,9906,350
10.0/F中層D,10.0,中層,D,3543400,10124,350
15.0/F高層D,15.0,高層,D,3649800,10428,350
5.0/F低層E,5.0,低層,E,3231090,11967,270
10.0/F中層E,10.0,中層,E,3287250,12175,270
15.0/F高層E,15.0,高層,E,3351240,12412,270
5.0/F低層F,5.0,低層,F,3450920,11132,310
10.0/F中層F,10.0,中層,F,3549190,11449,310
15.0/F高層F,15.0,高層,F,3550430,11453,310
