,A,B,C,D,E,F,G,H,J,K
5.0,6394,6381,6384,6394,6777,6607,6381,6381,6618,6777
12.0,6572,6558,6562,6572,6965,6790,6558,6558,6802,6965
18.0,6724,6710,6714,6724,7125,6946,6710,6710,6958,7125
