,A,B,C,D,E,F,G,H
9.0,4311840,4349295,5516941,4965424,5008392,5375698,4475250,4233840
20.0,4555590,4526280,5611103,5184456,5246812,5165685,4559895,4388280
30.0,4694040,4691925,5794137,5386196,5378336,5345545,4732830,4488510
