,A,B,C,D,E,F,G,H,J,K
6.0,7359,7204,7386,7359,7798,7406,7257,7359,7619,7798
14.0,7596,7407,7624,7596,8046,7627,7477,7596,7861,8046
23.0,7861,7630,7890,7861,8321,7892,7723,7861,8131,8321
