,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,7692516,16437,468
18.0/F中層A,18.0,中層,A,8168004,17453,468
27.0/F高層A,27.0,高層,A,8383752,17914,468
7.0/F低層B,7.0,低層,B,5220972,17062,306
18.0/F中層B,18.0,中層,B,5616630,18355,306
27.0/F高層B,27.0,高層,B,5778810,18885,306
7.0/F低層C,7.0,低層,C,6340257,14377,441
18.0/F中層C,18.0,中層,C,6756561,15321,441
27.0/F高層C,27.0,高層,C,7002639,15879,441
7.0/F低層D,7.0,低層,D,6198168,15342,404
18.0/F中層D,18.0,中層,D,6129488,15172,404
27.0/F高層D,27.0,高層,D,6749628,16707,404
7.0/F低層E,7.0,低層,E,6537180,15028,435
18.0/F中層E,18.0,中層,E,6408855,14733,435
27.0/F高層E,27.0,高層,E,6338385,14571,435
7.0/F低層F,7.0,低層,F,5741710,15230,377
18.0/F中層F,18.0,中層,F,6077617,16121,377
27.0/F高層F,27.0,高層,F,6525116,17308,377
7.0/F低層G,7.0,低層,G,5661848,14668,386
18.0/F中層G,18.0,中層,G,6027776,15616,386
27.0/F高層G,27.0,高層,G,6093782,15787,386
7.0/F低層H,7.0,低層,H,5803510,15035,386
18.0/F中層H,18.0,中層,H,6583616,17056,386
27.0/F高層H,27.0,高層,H,6330014,16399,386
7.0/F低層J,7.0,低層,J,5758147,15193,379
18.0/F中層J,18.0,中層,J,5827125,15375,379
27.0/F高層J,27.0,高層,J,6168983,16277,379
7.0/F低層K,7.0,低層,K,6533514,14391,454
18.0/F中層K,18.0,中層,K,6819080,15020,454
27.0/F高層K,27.0,高層,K,7757044,17086,454
