,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,9019,10299,10242,8527,8527,10275,10618,8488,10286,9156,10485,10742,8451,10368,10243,9375,10523,8271
18.0,9494,10507,10480,9831,9831,10713,10792,9272,10895,10400,10713,11211,9603,10512,10500,10444,10552,9072
28.0,9030,10707,10144,10060,10060,10644,10737,9694,10921,9780,10644,11623,10172,10714,10767,10525,10759,9685
