,A,B,C,D,E,F,G,H
4.0,13022,11062,11528,9601,9867,9748,9470,12756
10.0,13375,11135,11802,9655,10089,9856,9704,13053
16.0,13750,11810,12102,9893,10315,10080,9902,13694
