,A,B,C,D,E,F,G,H
8.0,4587968,4810170,4697550,4675230,4662315,4602000,4740192,4461996
17.0,4264568,5012583,4757025,4760910,4779180,4700150,4892901,4641560
26.0,4893196,5179026,4786600,4885650,4876200,4730700,5025990,4861164
