,1,10,2,3,4,6,7,8,9
6.0,2776123,4930046,4342785,2776123,4905670,2776123,4293120,2962187,4930046
18.0,2920082,3923428,4560795,2920082,5159956,2920082,4510485,3078477,3923428
29.0,3028753,4084088,4689795,3033966,4084088,4097418,4648515,3107349,4084088
