,11,12,19,20,21,24,5,6,7,9
8.0,2053305,2375163,2055520,2233263,2239620,1742313,2239620,2065266,2056849,2256705
18.0,2042230,2508975,2044002,2331063,2338398,1802130,2338398,2186205,2033813,2323635
27.0,2117983,2554641,2183104,2385342,2389743,1870710,2389743,2208798,2110452,2374560
