,A,B,C,D,E,F,G,H
5.0,4881792,6039432,6525792,5150000,5088800,6430508,6039432,4986240
12.0,5036928,6056568,6685567,5352000,5100400,6537993,6056568,5116800
20.0,5185536,6235488,6923196,5436800,5216800,6726237,6235488,5209728
