,1,2,3,4,5,6,7,8
5.0,8094,8028,8114,8368,8094,8094,8094,8043
10.0,8264,8207,8283,8560,8264,8264,8264,8207
16.0,8468,8427,8485,8763,8468,8468,8468,8319
