,A,B,C,D,E,F,G,H
10.0,8170,7841,8261,8265,7673,8053,8416,8083
22.0,8672,8000,8683,8785,7911,8434,9001,8492
33.0,9052,8003,8418,9177,8160,8264,9327,8351
